D,Delta_max,Delta_min,Delta_values,M_K_v2_hash,P,class_id,class_size,d_multiset,n,p_multiset,sign_reversal,sign_set,tau_den,tau_num
26,5,5,[5],4db2fca57a0049c7c649f1a529f2c32ff5e8ab03f942dc9ca66c4904d97d8a9d,10,V2C01413,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,5,5,[5],876c42f19d2f5282b7e0028ee06d3c8bc96c7fcdacbd8606157cf32e2951d3ac,10,V2C01414,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C01415,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C01416,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01417,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,2,2,[2],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C01418,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01419,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
26,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01420,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""zero""]",20,7
26,1,1,[1],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01421,1,"[2,7,8,9]",4,"[1,2,3,4]",False,"[""positive""]",20,7
18,-2,-2,[-2],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01422,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-3,-3,[-3],18f03b45b834c19c5b6d9818243a06bddb045924337c1c54d9e7fc93443dd6bc,10,V2C01423,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-3,-3,[-3],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01424,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01425,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01426,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,-1,-1,[-1],42957ee41e558fa0677d336c93a6e1fb3cdc50509870fc1061d87044394d3ca6,10,V2C01427,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-1,-1,[-1],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C01428,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-2,-2,[-2],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01429,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-1,-1,[-1],69ce09b3f624b17956ea68b2c3ad47c4e4b5699d0d2c0f6cb9e6dd223d5c1c86,10,V2C01430,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01431,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,-3,-3,[-3],95714484f893b28fd8edd7ea0abcb86501d70f09676a02c8377b49bae33a488b,10,V2C01432,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-1,-1,[-1],b8f6cde1f1c7eb4e3b41a382a2e8ddf5e1f792cbb5879c94d149526dce54b6ec,10,V2C01433,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,0,0,[0],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01434,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-1,-1,[-1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01435,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,-1,-1,[-1],d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721,10,V2C01436,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01437,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,-1,-1,[-1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01438,1,"[3,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",20,11
19,-1,-1,[-1],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01439,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,-2,-2,[-2],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01440,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01441,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01442,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C01443,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,-2,-2,[-2],5223f5d298444f9f429f501a327ffc521ce77fa0ff5361bea261df6170e192e9,10,V2C01444,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,-1,-1,[-1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01445,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01446,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],b8f6cde1f1c7eb4e3b41a382a2e8ddf5e1f792cbb5879c94d149526dce54b6ec,10,V2C01447,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01448,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01449,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01450,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,0,0,[0],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01451,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,-2,-2,[-2],f63f3470c7db691d0503f32dfb9fd1fca7cf929cacc242e941279a4aff164a26,10,V2C01452,1,"[3,4,5,7]",4,"[1,2,3,4]",False,"[""negative""]",40,21
20,0,0,[0],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C01453,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,-1,-1,[-1],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C01454,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""negative""]",2,1
20,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01455,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,-1,-1,[-1],5223f5d298444f9f429f501a327ffc521ce77fa0ff5361bea261df6170e192e9,10,V2C01456,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""negative""]",2,1
20,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01457,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01458,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01459,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01460,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01461,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,-1,-1,[-1],f63f3470c7db691d0503f32dfb9fd1fca7cf929cacc242e941279a4aff164a26,10,V2C01462,1,"[3,4,5,8]",4,"[1,2,3,4]",False,"[""negative""]",2,1
21,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01463,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01464,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01465,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01466,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01467,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01468,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""zero""]",40,19
21,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01469,1,"[3,4,5,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
20,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01470,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C01471,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],551332a25907281b03b42ca753221eb302f5f3d64d96f2bdff44566b0e948f49,10,V2C01472,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,-1,-1,[-1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01473,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""negative""]",2,1
20,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01474,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01475,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01476,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C01477,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01478,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01479,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,0,0,[0],d88a40cfcbb621398ffc610b76a30810ae0e6f9d81a4be6d623ec8f783de6325,10,V2C01480,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01481,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01482,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,1,1,[1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C01483,1,"[3,4,6,7]",4,"[1,2,3,4]",False,"[""positive""]",2,1
21,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01484,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01485,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""zero""]",40,19
21,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01486,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01487,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01488,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01489,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01490,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01491,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01492,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01493,1,"[3,4,6,8]",4,"[1,2,3,4]",False,"[""zero""]",40,19
22,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01494,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],5fd7be436ed1681027aa8f4a5b24ed0c49cc9424ed2389bd79a07886d3e20f3c,10,V2C01495,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01496,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01497,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01498,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01499,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01500,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C01501,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01502,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01503,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01504,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""zero""]",20,9
22,2,2,[2],f3d32e2b9b069cd9794933fdd721cacc80c53d15eec090d1edcd008d0cfc963f,10,V2C01505,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01506,1,"[3,4,6,9]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],0866ca7003f156b8d5c2dde0925595e505e6d81f0ddb6ba5515da09ef71d066d,10,V2C01507,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01508,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,0,0,[0],613c0053c8434c4fbb2224231bcebc5c194e86e1dd23986bd3ca4590ee27b63c,10,V2C01509,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""zero""]",20,9
22,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C01510,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""zero""]",20,9
22,2,2,[2],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01511,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01512,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01513,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01514,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01515,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01516,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,1,1,[1],c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626,10,V2C01517,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,0,0,[0],d4df885422dfedfc03808c04eaf48b53f65e0a2641aba3f0dd1e0cab83c3a324,10,V2C01518,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""zero""]",20,9
22,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01519,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""positive""]",20,9
22,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01520,1,"[3,4,7,8]",4,"[1,2,3,4]",False,"[""zero""]",20,9
23,3,3,[3],0866ca7003f156b8d5c2dde0925595e505e6d81f0ddb6ba5515da09ef71d066d,10,V2C01521,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01522,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,3,3,[3],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01523,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01524,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01525,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,4,4,[4],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01526,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01527,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,3,3,[3],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C01528,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01529,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,3,3,[3],dcbaec88d41e5d46a5264b4157ea3c64e0f3b5e44f9e198ae71d7774cae1fe3d,10,V2C01530,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01531,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01532,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
23,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01533,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""zero""]",40,17
23,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01534,1,"[3,4,7,9]",4,"[1,2,3,4]",False,"[""positive""]",40,17
24,3,3,[3],0866ca7003f156b8d5c2dde0925595e505e6d81f0ddb6ba5515da09ef71d066d,10,V2C01535,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,5,5,[5],127b8a694bb9478a6a4b599fc3da8c4b3de4ff8b907122bcbe96abdbbd43d15c,10,V2C01536,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],1e0e6f9c26c4fb7ce210656f3d32f4848e046b2a62d595dbb4ecf0c623c39459,10,V2C01537,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,3,3,[3],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C01538,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,3,3,[3],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C01539,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C01540,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,1,1,[1],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C01541,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],9cb5de69305fb4d93f7ff7eb041e23c08e63aece0533ac95c27b40c9bcdc8b08,10,V2C01542,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C01543,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C01544,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C01545,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],dcbaec88d41e5d46a5264b4157ea3c64e0f3b5e44f9e198ae71d7774cae1fe3d,10,V2C01546,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,4,4,[4],e08a293c90181ce6b7dad000d0efec39234c27b737b223a245c59cf2f7d7b922,10,V2C01547,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,2,2,[2],e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84,10,V2C01548,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
24,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C01549,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""zero""]",5,2
24,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C01550,1,"[3,4,8,9]",4,"[1,2,3,4]",False,"[""positive""]",5,2
