D,Delta_max,Delta_min,Delta_values,M_K_v2_hash,P,class_id,class_size,d_multiset,n,p_multiset,sign_reversal,sign_set,tau_den,tau_num
16,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00464,1,"[1,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,1,1,[1],c2be3a981d3ef5cf56f6d4c5b35f7f7d6e14056f9641ec7964439c2543d09e4e,10,V2C00465,1,"[1,3,5,7]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00466,1,"[1,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,0,0,[0],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C00467,1,"[1,3,5,7]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,-2,-2,[-2],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C00468,1,"[1,3,5,7]",4,"[1,2,3,4]",False,"[""negative""]",5,3
17,0,0,[0],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C00469,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00470,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,0,0,[0],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00471,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,1,1,[1],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C00472,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00473,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-2,-2,[-2],70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b,10,V2C00474,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00475,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00476,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00477,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00478,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00479,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00480,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-1,-1,[-1],fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611,10,V2C00481,1,"[1,3,5,8]",4,"[1,2,3,4]",False,"[""negative""]",40,23
18,1,1,[1],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00482,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C00483,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],54c92a0ece903de78fb5bd1429e8b7df5118e95f8bfef93dac7424f79f1b3989,10,V2C00484,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c,10,V2C00485,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00486,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00487,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00488,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00489,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C00490,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00491,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C00492,1,"[1,3,5,9]",4,"[1,2,3,4]",False,"[""positive""]",20,11
17,0,0,[0],0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c,10,V2C00493,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00494,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,-1,-1,[-1],287e4579f9cab9c90fe17b81d6b26cf3b71333bc83fb5763ed0e06be66b6ed1d,10,V2C00495,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,0,0,[0],551332a25907281b03b42ca753221eb302f5f3d64d96f2bdff44566b0e948f49,10,V2C00496,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,0,0,[0],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00497,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,-1,-1,[-1],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00498,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""negative""]",40,23
17,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00499,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00500,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00501,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00502,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,10,V2C00503,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00504,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,1,1,[1],c2be3a981d3ef5cf56f6d4c5b35f7f7d6e14056f9641ec7964439c2543d09e4e,10,V2C00505,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
17,0,0,[0],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00506,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00507,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""zero""]",40,23
17,1,1,[1],eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80,10,V2C00508,1,"[1,3,6,7]",4,"[1,2,3,4]",False,"[""positive""]",40,23
18,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00509,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00510,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00511,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
18,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00512,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00513,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00514,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00515,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00516,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00517,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,2,2,[2],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00518,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,1,1,[1],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00519,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""positive""]",20,11
18,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00520,1,"[1,3,6,8]",4,"[1,2,3,4]",False,"[""zero""]",20,11
19,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00521,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C00522,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],519f4cf19e7cde5d07fe92a6c62a1c99eefa3d6187ef349c3267ca44ed18afb1,10,V2C00523,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],54c92a0ece903de78fb5bd1429e8b7df5118e95f8bfef93dac7424f79f1b3989,10,V2C00524,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],5fd7be436ed1681027aa8f4a5b24ed0c49cc9424ed2389bd79a07886d3e20f3c,10,V2C00525,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00526,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00527,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00528,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00529,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00530,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00531,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00532,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],c289548e2cdd3d81f1baca3d4583d8291a994759b3ef3bd06c0b3cbd778789fd,10,V2C00533,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00534,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00535,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C00536,1,"[1,3,6,9]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00537,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],613c0053c8434c4fbb2224231bcebc5c194e86e1dd23986bd3ca4590ee27b63c,10,V2C00538,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00539,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C00540,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],7398ac56383a9fe707e8b84d7c51e036d37ffa96846ec9ebea1633f05f55d881,10,V2C00541,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
19,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00542,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00543,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,-1,-1,[-1],7712e1de349ec6e90d4f6d58aeecc4a4e1e5b9b466ab8c0015c5f07013b96e38,10,V2C00544,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""negative""]",40,21
19,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00545,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00546,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00547,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00548,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,3,3,[3],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00549,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,2,2,[2],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00550,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,1,1,[1],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C00551,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""positive""]",40,21
19,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00552,1,"[1,3,7,8]",4,"[1,2,3,4]",False,"[""zero""]",40,21
20,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00553,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C00554,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,4,4,[4],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C00555,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00556,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00557,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00558,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00559,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00560,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00561,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C00562,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00563,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,3,3,[3],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00564,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],d7c0bbe3eeeed6da74a3bf1ad7a1dabe069f3a8501b142ae8e8253be77483836,10,V2C00565,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,2,2,[2],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C00566,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
20,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00567,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""zero""]",2,1
20,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C00568,1,"[1,3,7,9]",4,"[1,2,3,4]",False,"[""positive""]",2,1
21,5,5,[5],127b8a694bb9478a6a4b599fc3da8c4b3de4ff8b907122bcbe96abdbbd43d15c,10,V2C00569,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],141843abbc1ad36d104a05bb60ecda8e13845da4539cd651c5c9d0010163f01e,10,V2C00570,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],22b63d5f817dfd2c85ea10e7620dd96ce2db5b8b4f61fe36fb04096fd6ca3457,10,V2C00571,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],66634876a180202a1ec9a82837c788c7c964a7b57f65c0f90d77a9191cc37f25,10,V2C00572,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],74da8e63038246f52b49d869688567e5207353baf01a0095c34f03b41262c792,10,V2C00573,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00574,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00575,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],87b3871bef93138c3ddb8e04ebf9e06c182a4c4598e64199b8919f83ca0028e5,10,V2C00576,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba,10,V2C00577,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757,10,V2C00578,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,1,1,[1],bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4,10,V2C00579,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],bfc94cf98b0ecc96b0682396db8424c6ac8854d0b1cdf86939ba5e6f10fea1d4,10,V2C00580,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,4,4,[4],c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003,10,V2C00581,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c,10,V2C00582,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,3,3,[3],d7c0bbe3eeeed6da74a3bf1ad7a1dabe069f3a8501b142ae8e8253be77483836,10,V2C00583,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,2,2,[2],e35f1cef60bc3f4021ce18a8411ef7b5742f00a62cee1b145cc7356eab0358e6,10,V2C00584,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
21,0,0,[0],ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2,10,V2C00585,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""zero""]",40,19
21,3,3,[3],f8978fbfe533a13cd556d5b074f1b016c3c59536cb5f35b0a8f50ef7f21890f9,10,V2C00586,1,"[1,3,8,9]",4,"[1,2,3,4]",False,"[""positive""]",40,19
16,-2,-2,[-2],06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32,10,V2C00587,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-3,-3,[-3],18f03b45b834c19c5b6d9818243a06bddb045924337c1c54d9e7fc93443dd6bc,10,V2C00588,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,0,0,[0],25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241,10,V2C00589,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""zero""]",5,3
16,-2,-2,[-2],289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908,10,V2C00590,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,2,2,[2],30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1,10,V2C00591,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,1,1,[1],358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e,10,V2C00592,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,-1,-1,[-1],42957ee41e558fa0677d336c93a6e1fb3cdc50509870fc1061d87044394d3ca6,10,V2C00593,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],429e40c48a57d6d3c915784e8c9dcea211a3fffe939cd39315938341a18c11de,10,V2C00594,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,10,V2C00595,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],69ce09b3f624b17956ea68b2c3ad47c4e4b5699d0d2c0f6cb9e6dd223d5c1c86,10,V2C00596,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,1,1,[1],7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b,10,V2C00597,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,1,1,[1],87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e,10,V2C00598,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""positive""]",5,3
16,-3,-3,[-3],95714484f893b28fd8edd7ea0abcb86501d70f09676a02c8377b49bae33a488b,10,V2C00599,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94,10,V2C00600,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
16,-1,-1,[-1],b8f6cde1f1c7eb4e3b41a382a2e8ddf5e1f792cbb5879c94d149526dce54b6ec,10,V2C00601,1,"[1,4,5,6]",4,"[1,2,3,4]",False,"[""negative""]",5,3
