Delta_high,Delta_low,M_K_v2_hash,M_K_v2_serialized,class_id,different_pairing,hard_controls_equal,high_instance_id,low_instance_id
0,-1,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00199,True,True,n4_o011_r0313,n4_o011_r0315
-1,-2,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00214,True,True,n4_o012_r0343,n4_o012_r0345
0,-1,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00221,True,True,n4_o012_r0329,n4_o012_r0335
0,-1,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00232,True,True,n4_o013_r0367,n4_o013_r0369
1,0,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00236,True,True,n4_o013_r0353,n4_o013_r0359
1,0,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00245,True,True,n4_o014_r0391,n4_o014_r0393
0,-1,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00270,True,True,n4_o016_r0439,n4_o016_r0441
1,0,c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,2],[1,3],[1,4],[2,4],[3,2],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[1,2],[3,2],[1,3],[1,4],[2,4],[3,4]],""S_beta"":[1,3,2,4],""BETA_STATUS"":[""NA"",""STRICT_PASS"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[1,3],4,[2]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[1]},{""prefix"":[1],""argmin"":[3]},{""prefix"":[1,3],""argmin"":[2]},{""prefix"":[1,3,2],""argmin"":[4]},{""prefix"":[1,3,2,4],""argmin"":[]}]}",V2C00273,True,True,n4_o016_r0425,n4_o016_r0431
1,0,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00281,True,True,n4_o017_r0463,n4_o017_r0465
1,0,65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,4],[2,1],[2,3],[2,4],[3,1],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[3,1],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,3,1,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[3,[2,3],4,[1]],[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[3]},{""prefix"":[2,3],""argmin"":[1]},{""prefix"":[2,3,1],""argmin"":[4]},{""prefix"":[2,3,1,4],""argmin"":[]}]}",V2C00309,True,True,n4_o019_r0511,n4_o019_r0513
1,0,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00362,True,True,n4_o022_r0571,n4_o022_r0577
1,0,a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87,"{""schema"":""TARDY_BOUND_MK_V2"",""G123_edges"":[[1,3],[1,4],[2,1],[2,3],[2,4],[3,4]],""EDD_C22"":false,""GEOM4"":[false,false,false,false],""G_beta_edges"":[[2,1],[1,3],[2,3],[1,4],[2,4],[3,4]],""S_beta"":[2,1,3,4],""BETA_STATUS"":[""STRICT_PASS"",""NA"",""NA"",""NA""],""LAWLER_PARTITION_FAMILY"":[[4,[1,2,3],4,[]]],""Q_exact"":[1,2,3,4],""h_key"":4,""T_MDD"":[{""prefix"":[],""argmin"":[2]},{""prefix"":[2],""argmin"":[1]},{""prefix"":[2,1],""argmin"":[3]},{""prefix"":[2,1,3],""argmin"":[4]},{""prefix"":[2,1,3,4],""argmin"":[]}]}",V2C00895,True,True,n4_o057_r1411,n4_o057_r1417
